질병명,상세 정보
쇄골 골절,"쇄골은 어깨와 목 밑 부분을 연결하고 양쪽 어깨를 정렬된 상태로 유지해주는 길고 좁은 뼈입니다. 골절은 모든 연령층에서 발생할 수 있지만, 뼈가 아직 굳어지지 않았기 때문에 어린 아동과 청소년에게 더 흔하게 나타납니다."
쇄골 골절,"주요 원인은 넘어질 때 어깨에 직접적으로 또는 간접적으로 충격을 받거나, 팔을 뻗은 상태에서 손바닥으로 넘어질 때 충격을 받는 외상성전신장애입니다."
쇄골 골절,"증상은 즉각적이고 심한 통증, 팔을 움직일 때의 불편감과 우드둑거림, 혈종, 쇄골의 변형, 감염된 팔의 따끔거림 등이 있습니다."
쇄골 골절,증상에 문진과 신체 검사를 통해 진단됩니다. 의심 진단은 X선 검사를 통해 확진합니다.
쇄골 골절,"초기 치료는 일반적인 진통제와 팔 고정을 통해 통증을 줄이는 것을 목표로 합니다. 골절된 끝이 정렬된 상태라면 진통제와 휴식(소아의 경우 3~6주, 성인의 경우 약 10주)만으로 치료가 가능하며, 끝이 많이 분리되어 있거나 여러 조각으로 파편화된 경우에는 외과적 수술이 필요할 수 있습니다. 뼈가 피부 밖으로 튀어나온 경우에는 개방골절로 간주하여 항생제를 투여합니다."
수근관증후군,손목을 통과하는 정중신경이 압박을 받는 질환입니다.
수근관증후군,손바닥에 있는 터널을 통과하는 신경과 힘줄의 통로가 정상보다 좁을 때 나타납니다.
수근관증후군,"1, 2, 3번째 손가락과 손바닥에 경련과 열감 및 저림이 발생합니다. 이 증상은 주로 밤이나 활동을 할 때 나타납니다."
수근관증후군,진단은 병력 수집과 신체 검진을 통해 이루어지며 근전도 검사를 바탕으로 확진합니다.
수근관증후군,원인을 알고 있다면 정형외과 및 항염증 치료와 함께 상태가 호전될 수 있도록 원인을 제거해야 합니다. 경우에 따라 외과 치료가 필요할 수 있습니다.
수난관증,일반적으로 이전 감염으로 인해 난관 내부에 체액이 축적되어 난관의 한쪽 이상이 막히고 확장된 상태입니다.
수난관증,"난관의 만성 감염으로 인해 발생하며, 성병(STD)이 주된 요인입니다. 다른 원인으로는 이전 수술(특히 난관 수술), 골반 유착, 피임 방법으로 사용된 자궁 내 장치(IUD), 자궁내막증, 자궁외 임신 병력 등이 있습니다."
수난관증,"대부분의 경우 증상이 없어 우연히 발견되는 경우가 많으며 만성 또는 재발성 골반 통증, 간헐적인 복부 불편감을 느끼고 불임을 겪을 수도 있습니다."
수난관증,의학적 문진과 신체 검진을 비롯해 부인과 초음파 검사와 같은 추가적인 검사를 통해 진단합니다.
수난관증,"치료는 일반적으로 복강경 수술로 이루어지며, 해당 관을 제거하거나 막아서 체액이 자궁에 들어오지 못하게 합니다. 이는 임신을 원하는 경우 부정적인 영향을 미칠 수 있습니다. 감염이 의심되는 경우 항생제를 투여합니다."
수두 (소아청소년과),수두대상포진바이러스(헤르페스바이러스과)에 의해 발생하는 질병입니다.
수두 (소아청소년과),직접 접촉 또는 재채기나 기침으로 배출되는 비말에 의해 사람 간에 전염되는 전염성이 매우 높은 질병입니다.
수두 (소아청소년과),"신체 전체에 영향을 미치는 피부 발진으로 나타납니다. 초기에는 병변이 반점처럼 보이지만 나중에는 물집으로 변합니다. 마지막에는 이러한 수포가 터져 딱지를 형성합니다. 병변은 매우 가려우며 여러 단계(물집, 수포, 딱지)로 나타납니다. 환자는 병변이 피부에 나타나기 전에 바이러스 감염의 일반적인 증상을 겪을 수 있습니다."
수두 (소아청소년과),환자의 병력을 확인하고 신체 검진을 시행하여 진단할 수 있습니다.
수두 (소아청소년과),치료는 증상 완화를 목표로 이루어집니다. 아스피린과 이부프로펜은 수두 합병증을 유발할 수 있으므로 사용해서는 안 됩니다. 어린이는 수두에 걸리지 않은 사람과 격리되어야 합니다.
수두 (소아청소년과),"위험집단(면역억제 환자, 이전에 감염되지 않은 임산부 등)의 경우 긴급 상담이 필요합니다."
수막알균수막염,뇌와 척수를 둘러싸고 있는 막의 세균 감염입니다.
수막알균수막염,이 세균은 기침이나 재채기를 할 때 배출되는 호흡기 분비물의 비말을 통해 전염됩니다. 입을 맞추거나 식기를 공유할 때 타액과 접촉하여 질병을 전염시킬 수 있습니다.
수막알균수막염,"가장 흔한 증상은 경부 경직, 발열, 편두통, 착란, 구역 및/또는 구토, 빛에 대한 민감성, 과민성 또는 빠른 호흡입니다."
수막알균수막염,"임상 문진, 신체 검진, 요추 천자를 통한 뇌척수액의 채취 및 분석을 통해 진단을 내립니다. 혈액 검사, 배양 검사, 흉부 X선 및/또는 뇌 CT 스캔과 같은 추가적인 검사가 필요할 수 있습니다."
수막알균수막염,"이 질환이 의심된다면 전염을 방지하기 위해 해당 개인을 격리(호흡기 격리)해야 합니다. 이 질환은 정맥 내 항생제로 치료하며, 코르티코스테로이드가 추가될 수 있습니다."
수막알균수막염,감염자와 접촉했다면 예방 차원에서 항생제 치료를 받아야 할 수도 있습니다. 어릴 때 예방접종을 받으면 감염을 예방할 수 있습니다.
수막알균수막염,이러한 증상이 나타나거나 질환이 의심되는 경우 가까운 응급실로 가서 진찰을 받으세요.
수막알균혈증,"수막구균혈증은수막염균에 의해 발생하는 심각한 질환입니다. 혈류를 침범하여 응고 장애와 쇼크(혈류 부족으로 인해 세포와 장기에 산소와 영양분이 부족하여 제대로 기능하지 못하는 상태)를 유발하여 전신에 영향을 미칩니다. 감염자의 호흡, 재채기 및/또는 기침을 통한 분비물에 의해 전염됩니다. 증상(발열, 두통, 과민성, 근육 통증, 오심, 붉은/보라색 반점 또는 점상 출혈을 동반한 피부 발진)이 거의 나타나지 않을 수 있으며, 의식 손실, 피부 아래 출혈 부위, 쇼크와 같은 증상은 나중에 나타날 수 있습니다. 진단은 병력 확인, 신체 검진, 검사실 검사 및 뇌척수액 분석, 배양, 피부 병변 생검 등을 통해 이루어집니다. 중환자실에 즉시 입원하고 호흡기 격리와 치료를 조기에 시작해야 합니다."
수족구병 - 인간 아프타성열 (소아청소년과),수족구병은 특히 1~5세의 어린이에게 자주 발생하는 경미한 감염성 질환입니다.
수족구병 - 인간 아프타성열 (소아청소년과),"보통 3~5일 정도 지속되며, 엔테로바이러스 계열의 여러 바이러스에 의해 발생합니다."
수족구병 - 인간 아프타성열 (소아청소년과),"수족구병은 일반적으로 입 궤양, 손, 발의 수포나 여드름, 미열 또는 발열, 과민성 등의 증상을 보입니다."
수족구병 - 인간 아프타성열 (소아청소년과),진단은 소아청소년과 의사의 신체 검사를 통해 이루어지며 대개는 추가 검사가 필요하지 않습니다.
수족구병 - 인간 아프타성열 (소아청소년과),"치료는 대증요법(파라세타몰/아세트아미노펜, 이부프로펜 복용, 부드럽고 차가운 음식 및 수분 섭취)입니다."
숙취,과도한 알코올 섭취 후 발생하는 일련의 증상을 숙취라고 합니다.
숙취,색이 진하고 덜 증류된 알코올 음료는 알코올이 분해될 때 증상을 유발하는 화합물이 방출되기 때문에 숙취를 더 자주 유발한다는 점을 고려해야 합니다.
숙취,"가장 흔히 나타나는 증상으로는 두통, 오심 및 구토, 설사, 자세 변화에 따라 악화되는 현기증, 복통, 알코올 섭취에 대한 기억상실, 빛과 소리에 대한 민감한 반응, 빠른 심장 박동, 우울증, 불안 및 과민성 등이 있습니다."
숙취,진단은 병력 확인 및 신체 검진을 토대로 이루어집니다.
숙취,"치료는 주로 증상 조절, 휴식, 충분한 수분 섭취, 무지방 식단 유지에 중점을 둡니다. 두통과 복통을 완화하기 위해서는 진통제, 항염증제를 복용하는 것이 좋습니다."
스티븐스-존슨증후군,표피가 진피에서 분리되어 수포를 형성하는 피부 및 점막의 중증 질환입니다.
스티븐스-존슨증후군,"일반적으로 약물이나 감염에 의해 유발되지만 50%의 경우에는 원인을 알 수 없습니다. 다른 원인으로는 감염, 백신, 호르몬 변화, 임신, 반응관절염, 사르코이드증 등이 있습니다. 스티븐스-존슨증후군의 위험을 높이는 요인에는 HIV, 면역체계 약화, 이 증후군을 가진 개인 또는 가족력이 있는 경우 등이 있습니다."
스티븐스-존슨증후군,"고열, 심한 두통, 인후통 및 피로감과 함께 피부와 점막에 수포와 물집이 있는 발진이 갑자기 발생하는 것이 특징입니다."
스티븐스-존슨증후군,진단은 병력 수집과 병변 검사를 통해 이루어집니다. 박리된 피부의 조직학적 분석에서는 괴사성 상피가 특징적인 징후로 나타납니다.
스티븐스-존슨증후군,"약리학적 치료는 논란의 여지가 있으며 정맥내 면역글로불린, 코르티코스테로이드 및/또는 면역억제제를 기반으로 합니다."
스티븐스-존슨증후군,"가장 흔한 합병증은 안구건조증, 눈부심, 실명, 패혈증, 외상 후 스트레스 증후군, 호흡부전, 신부전, 부정맥, 피부 반흔입니다."
스티븐스-존슨증후군,"입원이 필요한 피부과적 응급 상황으로, 재발 위험이 40%에 달합니다."
슬개골 변형 - 전방 슬관절 통증,슬개골은 무릎 전방에서 느낄 수 있는 납작하고 둥근 뼈입니다. 대퇴골과 연결되며 다리 대퇴사두근의 힘줄로 구성되어 있습니다.
슬개골 변형 - 전방 슬관절 통증,"이러한 세 구조(힘줄, 슬개골, 대퇴골) 중 하나에 변화가 생기면 무릎 전방에 지속적인 통증이 있고 무릎을 구부릴 때 마찰감이 느껴집니다."
슬개골 변형 - 전방 슬관절 통증,진단은 정확한 신체 검사와 X선 검사 또는 무릎 초음파 등의 영상 검사를 기반으로 합니다.
슬개골 변형 - 전방 슬관절 통증,치료는 증상이 지속되는 것을 방지하기 위해 발병 원인을 교정해야 합니다. 진통제와 항염증제로 통증과 염증을 관리합니다. 온열요법과 저온요법은 회복 과정에 도움이 될 수 있습니다.
슬개골 변형 - 전방 슬관절 통증,설명한 증상이 나타나면 외상전문의를 내원하여 진단을 받고 조기 치료를 시작하는 것이 좋습니다.
슬개골 연골연화증 - 무릎뼈 연골연화증,슬개골과 대퇴골 사이의 무릎 연골이 마모되거나 연화되는 질환입니다. 이러한 마모 현상으로 인해 마찰이 발생하여 불편함을 유발할 수 있습니다.
슬개골 연골연화증 - 무릎뼈 연골연화증,"과체중, 무릎에 무리를 주는 스포츠(농구, 축구, 럭비, 자전거 타기, 달리기 등), 혈관신생 불량, 잘못된 무릎 정렬 등이 원인이 될 수 있습니다. 유전적 배경도 이 질환에 걸리기 쉬운 요인일 수 있습니다."
슬개골 연골연화증 - 무릎뼈 연골연화증,"관절 통증, 무릎을 움직일 때 나는 ‘딱’ 소리, 부기와 같은 증상이 나타납니다."
슬개골 연골연화증 - 무릎뼈 연골연화증,"진단은 임상 문진과 신체 검진을 통해 임상적으로 진행됩니다. 추가 검사에는 X선 촬영, MRI 또는 관절경검사와 같은 영상 검사가 포함될 수 있습니다."
슬개골 연골연화증 - 무릎뼈 연골연화증,"치료는 물리치료(마사지, 초음파, 스트레칭 등), 히알루론산 주사 또는 마모를 방지하는 약물(콘드로겐, 글루코사민, 혈장 등)의 주사를 기반으로 합니다. 수영이나 필라테스와 같이 대퇴사두근을 강화하는 운동을 하는 것이 좋습니다."
